VKM;Keeper Name;Country;Status;Website
ME;metronom Eisenbahngesellschaft mbH;DE;in use;der-metronom.de
MEB;MEB -Bahndienstleistungen GmbH;DE;in use;meb-bahndienstleistungen.de
MEBMD;MEB-BAHNDIENSTLEISTUNGEN Gmbh;DE;in use;meb-bahndienstleistungen.de
MEBRO;Mebro Bau- und Industrieservice GmbH;DE;in use;mebro.de
MECCO;MECCOLI;FR;in use;meccoli.fr
MECDV;MECANO SERV SRL;RO;in use;
MECHA;MONTAJES ELÉCTRICOS CHAMORRO, S.A.;ES;in use;mechamorro.com
MECNO;Mecno Service Srl;IT;in use;mecnoservice.com
MED;MEDWAY - Operador Ferroviário e Logistico de Mercadorias, SA;PT;in use;medway-logistics.com
MEFER;Metro.Ferr S.r.l.;IT;in use;
MEFRV;Mota-Engil Railways Engineering, S.A.;PT;Revoked;mota-engil.pt
MEG;Mitteldeutsche Eisenbahn GmbH;DE;in use;meg-bahn.de
MEGAL;Leszek Tajer P.H.U. MEGALIFT;PL;in use;megalift.pl
MEGAM;Mega-Met sp. z o.o.;PL;in use;mega-met.pl
MEH;Gesellschaft der Förderer der Museumseisenbahn Hamm e.V.;DE;in use;museumseisenbahn-hamm.de
MEIG;Mitteldeutsche Eisenbahninfrastrukturgesellschaft mbH;DE;in use;
MEJA;Meier + Jäggi AG;CH;in use;m-j.ch
MEK;M.E.K. Mitteldeutsche Elektro- und Kabeltiefbau GmbH;DE;in use;mek-le.de
MEL;Museums-Eisenbahn-Club Losheim;DE;in use;
MELVI;MONTAJES ELECTRICOS VINAELECTRIC, S.L.;ES;in use;vinaelectric.es
MEM;Museums-Eisenbahn Minden e.V;DE;in use;museumseisenbahn-minden.de
MER;Macquarie European Rail Limited (Luxembourg Branch);LU;Revoked;macquarierail.com
MERL;Macquarie European Rail Limited;UK;in use;macquarierail.com
MERLW;Mota-Engil Railways Engineering, S.A.;PT;in use;mota-engil.pt
MERTZ;Mertzmix GmbH & Co. KG;DE;in use;
MES;Michael Erhard;DE;in use;
MESEA;MESEA;FR;in use;mesea.fr
MET;metronom Eisenbahngesellschaft mbH;DE;Revoked;der-metronom.de
META;Metzger & Co GmbH;AT;Revoked;
METG;Waggonges. Robert Metzger & Co GmbH;DE;in use;
METRA;Metrag AG (Sersa Group);CH;Revoked;
METRO;Metro Service A/S;DK;in use;metroservice.dk
METSA;Metsä Tissue AB;SE;in use;metsagroup.com
MEV;Museumsbahn e.V.;DE;in use;bahnwelt.de
MEVA;MEVA S.A.;RO;in use;meva.ro
MEVG;Mitteldeuche Esenbahn Verkehrsgesellschaft mbH;DE;in use;
MFAG;Müller Gleisbau AG;CH;in use;mueller-gleisbau.ch
MFDR;MFD Rail GmbH;CH;in use;mfdrail.ch
MFERS;M. FERRICOS9, S.L.;ES;in use;mferricos9sl.com
MFI;M.F.I;FR;in use;
MFOSJ;Museiföreningen Östra Skånes Järnvägar;SE;in use;mfosj.se
MFPN;Matériel Ferroviaire Patrimoine National;FR;in use;mfpn.fr
MG;Ferrovia Monte Generoso SA;CH;in use;montegeneroso.ch
MGB;Matterhorn Gotthard Bahn Verkehrs AG;CH;in use;mgbahn.ch
MGBG;„EC EHД ЕC - ЕМ ДЖИ” ЕООД;BG;in use;
MGLGS;MAIRON GALATI SA;RO;in use;rcelormittal.com
MGP;MÁV Vasútépítő - Gépellátó és Szolgáltató Kft.;HU;in use;
MGRL;Meridian Generic Rail Limited;UK;in use;mgrl.co.uk
MGT;„Мегатранс - 1” ЕООД;BG;in use;megatrans.bg
MGW;Akiem Technik Germany GmbH & Co. KG;DE;in use;akiem.com
MGWB;MGW Gleis- und Weichenbau-Gesellschaft mbH & Co. KG;DE;in use;mgw-berlin.de
MH;Museumseisenbahn Hanau e.V.;DE;in use;museumseisenbahn-hanau.de
MHB;Magdebburg-Hannover Baugeselischaft mbH;DE;in use;mhb-net.de
MHC;MartiNetz Hessenbahn Consulting GmbH;DE;in use;martinetz-gruppe.de
MHEL;MHEL Müchelner Hoch-, Erd- und Leitungsbau GmbH;DE;in use;mhel.eu
MHEV;MÁV-HÉV Helyiérdekű Vasút Zártkörűen Működő Részvénytársaság;HU;in use;mav-hev.hu
MHG;Magdeburger Hafen GmbH;DE;in use;Magdeburg-hafen.de
MHMSL;Muzeum Historii Miasta Zduńska Wola;PL;in use;muzeumzdunskawola.pl
MHP;MHP TRADE B.V.;NL;in use;
MHVG;MülheimerVerkersgesellschaft mbH;DE;in use;muelheimer-verkehrsgesellschaft.de
MI;MIBRAG;DE;in use;mibrag.de
MIB;Kraftwerk Oberhasli (Meiringen-Innertkirchen-Bahn);CH;in use;grimselstrom.ch/Angebote/mib
MIC;Michels GmbH & Co. KG;DE;in use;michels-online.de
MICOS;MICOS S.P.A.;IT;in use;micosspa.it
MIDC;MidCargo AB;SE;Revoked;midcargo.se
MIGRO;Migro sp. z o.o.;PL;in use;
MIKRS;MIKRON´S Mikronize Mineral Indüstrisi Tic. A.Ş.;TR;in use;mikrons.com.tr
MIL;Milsped GmbH;DE;in use;milsped.com
MILLS;Roland Mills GmbH Co. KG;DE;in use;rolandmillsunited.de
MIR;Mercitalia Rail S.r.l.;IT;in use;
MIRA;Miratrans Transport sp. z o.o.;PL;in use;miratrans.pl
MIRAL;MI-RAILWAY;PL;in use;mi-railway.pl
MIS;SILVANIA INTERNATIONAL PROD. SRL;RO;in use;misgrup.ro
MISA;Millet SAS;FR;in use;
MIST;Mercitalia Shunting & Terminal S.r.l.;IT;in use;mercitaliashuntingandterminal.it
MIT;MERCITALIA TERMINAL SPA;IT;in use;mercitaliaterminal.it
MITL;Majestic Train de Luxe GmbH;AT;in use;majestic-train.com
MITRA;Mitrag AG;CH;in use;mitrag.ch
MJ;Museiföreningen Munkedals Jernväg;SE;in use;munkedalsjernvag.com
MJA;Markus Johannes Amrein;CH;in use;ew-nostalgie.ch/Daten
MJB;MJ Batteritog A/S;DK;in use;MJBA.dk
MJBA;Midtjyske jernbaner A/S;DK;in use;
MJBAD;Midtjyske Jernbaner Drift A/S;DK;in use;
MK;MK-RAIL Mateusz Kędziak;PL;in use;
MKB;Mindener Kreisbahnen;DE;in use;mkb.de
MKBB;AG Märkische Kleinbahn e.V.;DE;in use;mkb-berlin.de
MKERT;MÁV KERT Kft.;HU;in use;
MKO;Museumseisenbahn Küstenbahn Ostfriesland e.V.;DE;in use;mkoev.de
MKRL;MK-RAIL Logistics sp. z o.o.;PL;in use;mk-rail.com
MKT;Majkoltrans Sp. Z o.o.;PL;in use;majkoltrans.pl
MLBYD;P.W. M&L Roman Mierzbiczak;PL;in use;
MLJ;Malmö-Limhamns Järnväg;SE;in use;cementa.se
MLP;Mannesmann Line Pipe GmbH;DE;in use;mannesmann-linepipe.com
MLS;Mobil Lok Servis sp. z o.o.;PL;in use;mobills.eu
MLV;Martinsberger Lokalbahnverein;AT;in use;lokalbahnverein.at
MM;Mermec S.p.A. sivuliike Suomessa;FI;in use;mermecgroup.com
MMBT;MoveMaint Bahntechnik GmbH;DE;in use;move-maint.de
MMBTS;MMBT Services GmbH;DE;in use;
MMH;Meyerhans Mühlen AG;CH;in use;meyerhans-muehlen.ch
MMIRL;Mini Maritza-Iztok EAD / Мини Марица-Изток ЕАД;BG;in use;marica-iztok.com
MMK;MM Kwidzyn sp. z o. o.;PL;in use;mm.group
MML;Midland Main Line;UK;Blocked;midlandmainline.com
MMR;MMRailservice GmbH;DE;in use;
MMV;Magyar Magánvasút ZRt.;HU;in use;mmv.hu
MMVRO;MMV RAIL ROMANIA SA;RO;in use;mmvrail.ro
MNDL;MONDIAL SA;RO;in use;
MNOS;MÁV Nosztalgia Kft.;HU;in use;mavnosztalgia.hu
MNX;MC TRANS RAIL WG S.R.L.;RO;in use;
MNZ;MONZAS, spol. s r.o.;CZ;in use;monzas.cz
MOB;Compagnie du Chemins de fer Montreux-Oberland bernois;CH;in use;mob.ch
MOBIX;MOBIX NV;BE;in use;mobix.be
MOFR;MONFER France S.A.;FR;in use;
MOL;MOL Hungarian Oil and Gas Company;HU;in use;mol.hu
MOLCY;MOL CY NV;BE;in use;molcy.com
MOLI;Molinari Rail Deutschland GmbH;DE;in use;molinari-rail.com
MONDI;Mondi Stamboliiski;BG;in use;mondigroup.com
MONF;MONFER S.p.A.;IT;in use;monfer.net
MONSA;MONDI ŚWIECIE S.A.;PL;in use;mondigroup.com
MONTI;Monti GmbH;DE;in use;monti-bau.de
MORIS;MORIS s.r.o.;SK;in use;moris.com.pl
MORVI;Morvi Sp. Z o.o.;DE;in use;
MOS;Mosolf Automotive Railway GmbH;DE;in use;mosolf.de
MOTAB;Motala Train AB;SE;Revoked;motalatrain.se
MOVO;MOVO spol. s r.o.;CZ;in use;
MOZ;Moravská železnični s.r.o.;CZ;in use;moravskazeleznicni.cz
MP;Petr Majernik;CZ;in use;t211.cz
MPF;MIPAF, s.r.o.;CZ;in use;mipaf.cz
MPKIS;Muzeum Przemysłu i Kolejnictwa na Śląsku;PL;in use;muzeatechniki.pl
MPL;MORIS Sp. z o.o.;PL;in use;moris.com.pl
MPSK;Multiprof Serwis Kolejowy Dominika Synowiec- Bodini;PL;in use;multi-prof.pl
MQRL;MAQUIRAIL;ES;in use;www.maquirail.com
MQSB;MAQUISABA, S.L.;ES;in use;maquisaba.com
MR;"Metroferro Roma (""Met.Ro."")";IT;Blocked;atac.roma.it
MRAS;Maardu Raudtee AS;EE;in use;raudtee.ee
MRE;Merseyrail Electrics 2002 Ltd;UK;in use;merseyrail.org
MREC;MÁV-REC Kft.;HU;in use;mavrec.hu
MRG;Martin Rose Gleisbau;DE;in use;rose-gleisbau.de
MRL;Mendip Rail Limited;UK;in use;
MROSE;Martin Rose GmbH & Co. KG;DE;Revoked;rose-gleisbau.de
MRPK;Wytwórnia Uszczelek „MORPAK” Paweł Jaworski;PL;in use;morpak.pl
MRS;Mobile Rail Service GmbH;DE;in use;mobite-railservise.com
MRU;Museums-Eisenbahn Rahden-Uchte e.V.;DE;in use;
MSF;MATERIEL SERVICE FERROVIAIRE;FR;in use;
MSK;Metanolsko sirćetni kompleks a.d. Kikinda;RS;in use;msk.co.rs
MSL;MEDLOG Spain Logistic SLU;ES;in use;medlog.com/en
MSM;European Train Company BV;NL;in use;
MSO;Mittal Steel Ostrava a.s.;CZ;Revoked;
MSSA;MSSA S.A.S;FR;in use;metauxspeciaux.fr
MST;Martin Steinbrecher GmbH;DE;in use;steinbrecher-gmbh.de
MSV;Michel Spezialtief- und Verkehrsbau GmbH;DE;in use;
MT;METRANS, a.s.;CZ;in use;
MTAB;LKAB Malmtrafik AB;SE;in use;lkab.com.
MTAS;Malmtrafik A/S;NO;Revoked;lkab.com
MTB;Förderverein für die Müglitztalbahn e.V;DE;in use;mueglitztalbahn.de
MTBNO;MTB gmbH;DE;in use;mtb-bau.de
MTC;MT CARGO SPEDITION;SK;in use;mtcargo.sk
MTD;METRANS (Danubia) a.s.;SK;in use;metrans.cz
MTEG;Muldental-Eisenbahnverkehrsgesellschaft mbH;DE;in use;mteg.de
MTF;MANTENIMIENTO TÉCNICO FERROVIARIO, S.L.;ES;in use;smtf.es
MTFR;Metro.ferr srl;IT;in use;metroferr.it
MTHB;Verein Historische Mittel-Thurgau-Bahn (MThB);CH;in use;mthb.ch
MTHHK;Stančik Jiři;CZ;in use;
MTMG;MTMG Zrt.;HU;in use;mtmgzrt.com
MTPL;METRANS (Polonia) sp. z o. o.;PL;Revoked;metrans.eu
MTR;METRANS Rail s.r.o.;CZ;in use;metransrail.eu
MTRD;METRANS Rail (Deutchland) GmbH;DE;in use;metransrail.eu
MTRPL;METRANS Rail sp. z o.o.;PL;in use;
MTRRS;MERTANS DYKO Rail Repair Shop, s.r.o.;CZ;in use;dyko.cz
MTRX;VR Snabbtåg (Sverige) AB;SE;Revoked;vrresa.se
MTS;MANTENIMIENTO DE INFRAESTRUCTURAS S.A.;ES;in use;
MTW;MTW Rail AB;SE;in use;mtwrail.com
MTXRO;METROREX SA;RO;in use;metrorex.ro
MTZ;Mongolian Railways (MTЗ);MN;in use;mtz.mn
MTZCH;Muzeum Technických Zajimavostí z.s.;CZ;in use;mtzchocen.cz
MUC;Idun Rail GmbH;DE;in use;--
MUEC;Modell- und Eisenbahnclub -Rehau e.V;DE;in use;lokschuppen-selb.de
MUS;Mostecká uhelná a.s.;CZ;Revoked;
MVA;Magyar Vasúti Árúszállító Korlátolt Felelősségű Társaság;HU;in use;mvakft.hu
MVB;Migros Verteilbetrieb AG;CH;in use;mvb.ch
MVG;Märkische Eisenbahn Gesellschaft, Plettenberg;DE;in use;
MVH;Maansiirto Veli Hyyryläinen Oy;FI;in use;mvh.fi
MVNAG;Migros Verteilbetrieb AG;CH;Revoked;mvn.ch
MVR;Transport Montreux-Vevey-Riviera;CH;in use;mob.ch
MVS;Miljø og Veiservice AS;NO;in use;mvs.as
MVSFI;Museoveturiseura r.y.;FI;in use;veturimuseo.fi
MW;Metro Warszawskie Sp. z o.o.;PL;in use;metro.waw.pl
MWAB;Midwaggon AB;SE;in use;midwaggon.se
MWB;Mittelweserbahn GmbH;DE;in use;evb-elbe-weser.de
MWBRI;Montawerke Brixlegg;AT;in use;montanwerke-brixlegg.com
MWR;MW Rail S.A.;PL;in use;mwrail.pl
MWRO;MW Romania SA;RO;in use;
MXMU;MODALIS;FR;in use;modalis.com
MYMA;Myma Invest, s.r.o.;SK;in use;
MZ;Makedonske Zelenice;MK;in use;
MZE;MZ Eisenbahndienstleistungen GmbH;DE;in use;mz-eisenbahndienstleistungen.net
NACCO;NACCO SAS;FR;in use;
NAEF;N.A.E.F. Srl;IT;in use;naefsrl.com
NAFTA;NAFTA-PETROCHEM;SI;in use;nafta-petrochem.si
NAJA;Natrop und Jansen GmbH;DE;in use;
NAL;Nagel Baumaschinen Magdeburg GmbH;DE;in use;nagel-gruppe.de
NAN;N+N – Konstrukce a dopravní stavby Litoměřice, s.r.o.;CZ;in use;nanlitomerice.cz
NAP;Fábrica Nitrato de Amónio de Portugal, S.A.;PT;Revoked;adp-fertilizantes.pt
NATRI;NATRIX sp. z o.o.;PL;in use;natrix.pl
NAVI;NAVILAND CARGO;FR;in use;naviland-cargo.com
NBE;NBE nordbahn Eisenbahngesellschaft mbH & Co. KG;DE;in use;nordbahn.de
NBEG;Nordbayerische Eisenbahn GmbH;DE;in use;nbe-group.eu
NBEL;NBE Logistik GmbH;DE;Revoked;nbe-logistik.com
NBIK;Nostalgiebahnen in Kärnten;AT;in use;nostalgiebahn.at
NBN;Niederösterreichische Bahnnostalgie;AT;in use;
NBSE;Nebenbahn Staßfurt – Egeln e.V.;DE;in use;nbse.info
NBVJ;Nora Bergslags Veteran-Jernväg;SE;in use;nbvj.nu
NC;DB Cargo Italia S.r.l.;IT;in use;dbcargo.com
NCHZ;FORTISCHEM a.s.;SK;in use;nchz.sk
NCOST;Nuove Costruzioni S.r.l.;IT;in use;
NCS;DAHER PROJECTS GmbH;DE;in use;daher.com
NCV;NCV AG Neue Chemie Versorgung und Vermietung von Eisenbahnwagen;CH;Revoked;
NDLNR;Nordliner Gesellschaft für Eisenbahnverkehr mbH;DE;in use;
NDLO;Norwegian Defence Logistics Organisation;NO;Revoked;forsvarsmateriell.com
NDMA;Forsvarsmateriell (Norwegian Defence Materiel Agency);NO;in use;forsvarsmateriell.com
NE;Neusser Eisenbahn;DE;in use;hafen-neuss.de/eisenbahn/main.html
NEB;Niederbarnimer Eisenbahn;DE;in use;neb.de
NEBB;NEB Betriebsgesellschaft mbH;DE;in use;neb.de
NEBKM;NITROERG S.A.;PL;in use;nitroerg.pl
NEG;Norddeutsche Eisenbahn Niebüll GmbH;DE;in use;neg-niebuell.de
NEON;Neochim AD / Неохим АД;BG;in use;
NEOX;Neo Lox GmbH;DE;in use;
NES;Netzwerkbahn Sachsen GmbH;DE;in use;netzwerkbahn-sachsen.de
NESA;NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb mbH;DE;in use;nesa-bahn.de
NETS;NETTUNIA SUD S.r.l.;IT;in use;
NEURA;Neurasa Company Limited by Guarantee;DE;in use;
NEWAG;NEWAG Spółka Akcyjna;PL;in use;newag.pl
NFCV;Nadačni fond Český vlak.;CZ;in use;revolutiontrain.com
NFG;NFG Bahnservice GmbH;DE;in use;nfg-bahnservice.de
NFTMP;SIA NAFTIMPEKS;LV;in use;
NGTS;Niğtaş Mikronize Kalsit Ticaret ve Sanayi Ltd. Şti.;TR;in use;nigtasmikronize.com
NHN;NHN spol. s r.o.;CZ;in use;
NHT;Neftekhimtrans - Société russe Neftekhimtrans, Entreprise d’Etat;RU;in use;gpnht.ru
NHTR;NH-TRANS, SE;CZ;in use;nh-trans.cz
NI;Nibler GmbH Fernleitungsbau;DE;in use;nibler.de
NIAG;Niederrheinische Verkehrsbetriebe AG NIAG;DE;in use;niag-online.de
NIR;Northern Ireland Railways Company Limited;UK;Blocked;nirailways.co.uk
NIRO;NiRoVe GmbH;DE;in use;nirove.de
NIRS;N1 Rail Services Süd GmbH;DE;in use;n1-rail.com
NIS;NIS a.d. Narodnog fronta 12, Novi Sad;RS;in use;nis.eu
NITRA;NITRAMONIA BC  SRL;RO;in use;www.nitramonia.ro
NITRO;Zakłady Chemiczne “NITRO-CHEM” S.A.;PL;in use;nitrochem.com.pl
NJ;Nässjö Järnvägsmuseum;SE;in use;lokstallet.se
NJA;Stiftelsen Norsk Jernbanearv;NO;in use;
NJD;Norsk Jernbanedrift AS;NO;in use;njd.no
NJDM;NJD Maskin AS;NO;in use;njd.no
NJDR;NJD Railvac AS;NO;in use;njd.no
NJJ;Nordjyske Jernbaner;DK;in use;njba.dk
NJM;Nynäshamns Järnvägsmuseum;SE;in use;njm.nu
NK;Nordkalk AB;SE;in use;nordkalk.com
NKEST;Nordkalk AS;EE;in use;nordkalk.ee
NKG;NEWAG KG Maschinen-, Apparatebau und Bahntechnik technische Handelsgesellschaft;DE;in use;
NKN;NKN Usługi Kolejowe Sp. z o.o.;PL;in use;nkn.com.pl
NKPL;Nordkalk Sp. z o.o.;PL;in use;nordkalk.pl
NLB;Verein Neue Landesbahn;AT;in use;landesbahn.at
NLBK;Niedersächsisches Landesamt für Brand- und Katastrophenschutz;DE;in use;nlbk.niedersachsen.de
NLE;Lausitzbahn GmbH;DE;in use;lausitzbahn.de
NLEF;DBV Förderverein Niederlausitzer Eisenbahn e.V.;DE;in use;nlef.de
NLNSM;Stichting Nederlands Spoorwegmuseum;NL;in use;spoorwegmuseum.nl
NLPB;Nationalparkbahn Hunsrück-Hochwald GmbH;DE;in use;nationalparkbahn-gmbh.de
NLR;Nordlandrail GmbH;DE;in use;nordlandrail.de
NLTEE;Stichting TEE Nederland;NL;in use;stichtingtee.nl
NMBS;Nationale Maatschappij van Belgische Spoorwegen;BE;in use;nmbs.be
NME;Neukölln-Mittenwalder Eisenbahn-Gesellschaft;DE;in use;neukoelln-mittenwalder-eisenbahn.de
NMNV;NMN Hoch und Tiefbau GmbH;DE;in use;nmn-gmbh.de
NMT;Norsk Museumstog;NO;in use;njk.no/norsk-museumstog-dekker-hele-landet
NNH;Norilsk Nickel Harjavalta Oy;FI;in use;nornik.fi
NOB;Nord-Ostsee-Bahn;DE;in use;nord-ostsee-bahn.de
NOBEG;NOBEG - Kurt Reinold;DE;in use;nobeg.de
NOE;Orient Express;FR;in use;orient-express.com
NOKTA;NOKTA RAIL ULUSLAR ARASI TAŞIMACILIK VE TIC. A.Ş.;TR;in use;noktalojistik.com.tr
NOPAS;Novopacký parostrojní spolek;CZ;in use;nps.one
NOR;Norske Tog AS;NO;in use;norsketog.no
NORCM;NORCEM AS;NO;in use;norcem.no
NORCZ;NOR a.s.;CZ;in use;nor.cz
NORDI;NORDIGAS, a.s.;CZ;in use;
NORTH;Northland Logistics AB;SE;in use;northland.eu
NOSBB;Niederösterreichische Schneebergbahn GmbH;AT;in use;schneebergbahn.at
NOSTA;NOSTA Niederösterreichische Außenhandelsgesellschaft mbH;AT;in use;
NOTAR;Impresa Luigi Notari S.p.A.;IT;in use;impresaluiginotari.com
NOTR;Nordic Train AB;SE;in use;vida.se
NOVA;NOVATRANS;FR;in use;novatrans.eu
NOVAC;Novacarb;FR;in use;novacap.fr
NOVAL;NOVA Leasing a.s.;SK;in use;novaleasing.sk
NOVES;Novesia Mineralölhandelsges. mbH;DE;in use;
NOVOG;Niederösterreichische Verkehrsorganisationsgesellschaft mbH;AT;in use;noevog.at
NOWRE;NOWREM sp. j. G. Iwański, D. Łata;PL;in use;nowrem.pl
NP;NUOVI PROGETTI SRL;IT;in use;nuoviprogettisrl.it
NPG;NPG Bau Neuschitzer GmbH & Co KG;AT;in use;
NPL;SACYR NEOPUL, S.A.;PT;in use;sacyrinfraestructuras.com/pt/neopul
NPS;Nordic Paper Seffle AB;SE;in use;nordic-paper.com
NPZ;Verein MThB-NPZ;CH;in use;mthb-npz.ch
NR;NetRail AB;SE;in use;netrail.se
NRAIL;Northrail Fahrzeugverwaltung GmbH;DE;in use;www.northrail.com
NRC;North Rail Oy;FI;in use;northrailcargo.com
NRCFI;NRC Group Finland Oy;FI;in use;nrcgroup.fi
NRCM;NRC Bane AS;NO;in use;nrcgroup.com
NRCS;Nordic Railway Construction Sverige AB;SE;in use;nrcgroup.se
NRE;Verein Nostalgie Rhein Express (NRE);CH;in use;nostalgie-rhein-express.ch
NREC;Nossen-Riesaer Eisenbahn-Compagnie (NRE) GmbH;DE;in use;nre-compagnie.de
NRFAB;Nordic Re-Finance AB;SE;in use;nordicrefinance.se
NRIC;"National railway infrastructure company / Национална компания ""Железопътна инфраструктура""";BG;in use;rail-infra.bg
NRIL;Network Rail;UK;in use;networkrail.co.uk
NRS;Nordic Rail Service GmbH;DE;in use;nordic-rail-service.de
NRSLH;Normandie Rail Services SAS;FR;in use;
NS;N.V. Nederlandse Spoorwegen;NL;in use;ns.nl
NSB;Norges Statsbaner BA;NO;Revoked;nsb.no
NSBAG;Neusiedler Seebahn;AT;Revoked;nsb-ag.at
NSOLM;Nuova Solmine S.p.A.;IT;in use;
NSTCM;Compagnie du chemin de fer Nyon-St-Cergue-Morez;CH;in use;--
NSTLG;Dopravna nostalgia, o. z.;SK;in use;dopravnanostalgia.sk
NT;Nedtrain;NL;in use;nedtrain.nl
NTA;Norsk Transport AS;NO;in use;
NTAB;Nordiska Tåg AB;SE;in use;
NTARI;NOTARI S.R.L.;IT;in use;
NTB;Nassauische Touristik Bahn e.V.;DE;in use;aartalbahn.de
NTG;NTG Bau GmbH;DE;in use;ntg-bau.de
NTM;Národní technické muzeum (NTM);CZ;in use;ntm.cz
NTNEV;Nostalgie- und Touristikbahn Neckartal e.V.;DE;in use;
NTP;NITROPOROS SRL;RO;in use;
NTS;Northrail technical service GmbH &Co. KA;DE;in use;northrail.eu
NTSAB;Nordic Tamping Service AB;SE;in use;nts-ab.se
NTV;Nuovo Transporto Viaggiatori S.p.A. ''NTV'';IT;in use;ntvspa.it
NU;Faik Nuhaj Industriedienstungen;DE;in use;
NWB;NordWestBahn GmbH;DE;in use;nordwestbahn.de
NWC;NordWestCargo GmbH;DE;in use;nordwestcargo.de
NWN;NETINERA WERKE GmbH;DE;in use;netinera-werke.de
NWP;Lokalbahn Neuenmarkt-Waizenkirchen-Peuerbach;AT;Revoked;stern-verkehr.at
NX;National Express;UK;Blocked;nationalexpressgroup.com
NXG;National Express Rail GmbH;DE;in use;nationalexpress.de
NXRL;Nexrail AssetCo SàrL;LU;in use;nexrail.lease
NYARI;Nyári Jan;CZ;in use;
NYMW;Nymwag CS a.s.;CZ;in use;nymwag.cz
NZR;NZ Rail s.r.o.;SK;in use;komplexrail.sk
NZRCZ;NZ Rail CZ s.r.o.;SK;in use;nzrail.sk
NZTK;Nadwiślański Zakład Transportu Kolejowego Sp. z o.o.;PL;Revoked;
OBAS;Ofotbanen;NO;in use;ofotbanen.no
OBB;Österreichische Bundesbahnen;AT;in use;oebb.at
OBEV;Osning-Bahn e.V.;DE;in use;osningbahn.de
OBJ;Ohs Bruks Järnvägs museiförening;SE;in use;ohsabanan.com
OBL;OBL LOGISTIC DOO;RS;in use;
OBROK;OBROKA UG (haftungsabeschränkt);DE;in use;
OC;Société du chemin de fer Orbe-Chavornay SA;CH;Revoked;uo-oc.ch/orberail.html
OCG;Oceanogate Italia SPA;IT;in use;
OCK;Fidum Bau AG;DE;in use;
OCRI;Oak Capital Rail Invest GmbH;DE;in use;oak-capital.de
OCRM;Oak Capital Rail Management GmbH;DE;in use;oak-capital.de
OCTOP;OCTOPUS Rijeka  d.o.o.;HZ;in use;octopus.hr
OCTOS;OКТОПOД С;BG;in use;
OCVIA;OC'VIA Maintenance;FR;in use;ocvia.fr
OD;Oftobanen Drift AS;NO;in use;oftobanen.no
ODC;Ostravská dopravni společnost - Cargo, a.s.;CZ;in use;odos-cargo.cz
ODEG;ODEG Ostdeutsche Eisenbahn GmbH;DE;in use;odeg.de
ODF;Osnabrücker Dampflokfreunde e.V;DE;in use;osnabruecker-dampflokfreunde.de
ODIN;ODIN Logistics AG;DE;in use;railwagon-rentpool.eu
ODOS;OSTRAVSKA DOPRAVNI SPOLEČNOST, a.s.;CZ;in use;odos.cz
OEBB;Oensingen-Balsthal-Bahn;CH;in use;oebb.ch
OEBBH;Oensingen-Balsthal-Bahn AG (Historic);CH;in use;www.oebb.ch
OEF;Oberhessische Eisenbahnfreunde e.V.;DE;in use;oef-online.de
OEGIE;Stiftung BSW, Oberhessische Eisenbahnfreunde Gießen;DE;in use;
OFPSO;OFP-SUD OUEST;FR;in use;
OFR;OFFROY;FR;in use;tso.fr\offroy.asp
OFZ;OFZ, a.s.;SK;in use;
OGEG;Österreichische Gesellschaft für Eisenbahngeschichte (ÖGEG);AT;in use;oegeg.at
OHE;Osthannorversche Eisenbahnen AG;DE;in use;ohe-ag.de
OHEGO;OHE Cargo GmbH;DE;in use;one-cargo.de
OILBG;Ойл ЕООД;BG;in use;
OILCO;OILCO KDA Skopie, R Macedonia;BG;in use;oilco.com.mk
OINS;Avirunion, a.s., závod Nové Sedlo;CZ;in use;
OIRH;Avirunion, a.s., závod Rudolfova huť;CZ;in use;
OJF;Orsa Jernvägsförening;SE;in use;orsajf.se
OJS;Museiföreningen Örnsköldsviks JärnvägsSällskap;SE;in use;ojs.nu
OKB;Sällskapet Ostkustbanans vänner;SE;in use;web.telia.com/~u26608499/index.htm
OKDD;OKD, Doprava, a.s.;CZ;Revoked;
OKTAN;Arcturus-Bunker sp. z o.o.;PL;in use;arcturus-bunker.pl
OKTO;Outokumpu Stainless Oy;FI;in use;outokumpu.com
OKVMT;OKV, spol. s r.o.;SK;in use;okvmartin.sk
OKWBG;ÖKOMBI GmbH;AT;in use;oekombi.at
OLA;Ostseeland Verkehr GmbH;DE;in use;ostseelandverkehr.de
OLAV;OLAVION sp. z o. o.;PL;in use;olavion.pl
OLDI;SIA OLDI;LV;in use;oldi.lv
OLDOP;OLOMOUCKÁ DOPRAVNI s.r.o.;CZ;in use;
OLI;OLICHON;FR;in use;olichon.fr
OLIVA;ОЛИВА АД / OLIVA AD;BG;in use;oliva.bg
OLKOL;ZNTK OLEŚNICA S.A.;PL;in use;zntkolesnica.com.pl
OLMET;OLMET SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ SP. K.;PL;in use;olmet.pl
OLPP;OPERATOR LOGISTYCZNY PALIW PŁYNNYCH Sp. z o.o.;PL;in use;olpp.pl
OLT;OLTCHIM SA;RO;in use;oltchim.ro
OMNL;Omniloko sp. z o. o.;PL;in use;
OMSRO;OMSAN LOGISTICA SRL;RO;in use;omsan.com/ro/
OMTRN;Transtech Oy;FI;in use;transtech.fi
OMV;OMV PETROM SA;RO;in use;
