VKM;Keeper Name;Country;Status;Website
OMVB;OMV Bulgaria OOD;BG;in use;omv.bg
ONCF;Org.Nat. Des C.deF Maroquins;MA;in use;oncf.ma
ONE;One (Greater Anglia Rail Franchise);UK;Blocked;
ONGUM;ÖNDER GÜMRÜKLEME DENIZCILIK VE TIC. LTD. ŞTI;TR;in use;ondergumrukleme.com
ONT;OnTrain sp. z o.o.;PL;in use;ontrain.pl
OOC;OOC rail B.V.;NL;in use;ooc.nl
OOS;Ostravské opravny a strojírny, s.r.o.;CZ;in use;
OPE;Operail OÜ;EE;in use;operail.com
OPEN;OPEN RAIL;FR;in use;
OPET;Opet Petrolcülük AS;TR;in use;opet.com.tr
OPTIS;OPTISPED, a.s.;SK;Revoked;
OPUS;OPUS S.r.l.;IT;in use;officineopus.com
ORAY;ORAYSAN İNŞAAT LOJİSTİK SAN. VE TİC. A.Ş.;TR;in use;oraysanl.com.tr
ORF;Operail Finland Oy;FI;in use;operail.com
ORION;F.H.U. ORION Kolej Krzysztof Warchoł;PL;in use;orionkolej.pl
ORKOL;ORLEN Kolej sp. z o.o.;PL;in use;kolej.orlen.pl
ORLEN;ORLEN S.A.;PL;in use;orlen.pl
ORME;On Rail - Gesellschaft für Eisenbahnausrüstung und Zubehör mbH;DE;in use;on-rail.com
ORO;ORIONE S.r.l.;IT;in use;orionetrasporti.it
ORWU;On Rail Gesellschaft für Vermietung und Verwaltung von Eisenbahnwaggons mbH;DE;in use;orv-moers.de
OSAG;Osterwalder St. Gallen AG;CH;in use;osterwalder-sg.ch
OSB;SWEG Südwestdeutsche Landesverkehrs-AG;DE;Revoked;sweg.de
OSE;Organismos Sidirodromon Ellados;EL;in use;ose.gr
OSEF;Ostsächsische Eisenbahnfreunde e.V;DE;in use;ostsaechsische-eisenbahnfreunde.de
OSEK;Austrovapor Bahnnostalgie Veranstaltungs GmbH;AT;in use;eisenbahnmuseum-heizhaus.com
OSLJ;Östra Södermanlands Järnväg;SE;in use;oslj.nu
OSSR;Ministerstvo obrany SR;SK;in use;
OST;LOK-OST OLOF STILLE;DE;in use;lok-ost.de
OSTRA;Osterwalder Transport AG;CH;in use;
OT;AB Östgötatrafiken;SE;in use;ostgotatrafiken.se
OTDTL;Oiltanking Deutschland GmbH & Co. KG;DE;in use;oiltanking.com
OTEX;Optima Tours BG /Oптима турс БГ;BG;in use;
OTLG;VOLKSWAGEN GROUP Original Teile Logistik, Vertrieb & Services GmbH;DE;in use;volkswagen-otlg.de
OTMPL;OTTO MULLER PRO LOG PRZEDSIĘBIORSTWO BUDOWLANE, PROJEKTOWANIE I LOGISTYKA sp. z o.o.;PL;in use;
OTR;OTR Rail Sp. Z o.o.;PL;in use;otrail.pl
OTS;OTS Omnia Trasporti Speciali SRL;IT;in use;grp-group.com
OTSON;Oiltanking Finland Oy;FI;in use;oiltanking.com
OTTO;Technischer Handel Otto Rentschler;DE;in use;eisenbahnexperte.de
OTW;Oiltanking Tanklager Waltershof GmbH & Co KG;DE;in use;
OUD;Osoblažská úzkorozchodná dráha, o.p.s.;CZ;in use;
OUIES;OUIGO ESPAÑA;ES;in use;ouigo.com/es
OV;Ontspanningsvereniging NS RB Haarlem;NL;in use;ontspanningsvereniging-rbh.com
OVAKO;Ovako Bar OY;FI;in use;ovako.com
OVEG;Ostbayerische Verwertungs- und Energieerzeugungsgesellschaft mbH (OVEG);DE;in use;oveq.de
OWLP;Ost-West Logistic Poland sp. z o.o.;PL;in use;owlp.pl
OWS;OWS Service für Schienenfahrzeuge GmbH;DE;in use;ows-weiden.de
OX;Ox-traction NV;NL;in use;ox-traction.com
OZBSK;Öz Başak Tarım Akaryakıt Gıda Nakliyat San. ve Tic.Ltd.Şti.;TR;in use;ozbasaktarim.com.tr
OZSTA;OZ Stavby s.r.o.;CZ;in use;
OZVN;OZ VLAKY.NET;SK;in use;vlaky.net
PAA;PORR-ALPINE Austriarail GmbH;AT;Revoked;austriarail.at
PAEXS;PaletExpress s.r.o.;SK;in use;paletexpress.sk
PAGAS;Propangas AG;AT;in use;
PALMA;PALMA Group, a.s.;SK;in use;palma.sk
PAN;PanGas AG;CH;Revoked;pangas.ch
PAPAI;Papai Railway GmbH & Co. KG;DE;in use;papai-erdbau.de
PAPAS;"Zarneni hrani 99 /""Зърнени храни 99"" ЕАД";BG;in use;
PAR;Porr Austriarail GmbH;AT;in use;austriarail.at
PARAC;Parachini SA  (Sersa Group);CH;Revoked;sersa.ch
PARI;PARI CZ Servis s.r.o.;CZ;in use;paricz.cz
PAROL;IMPRESA PAROLDI GIUSEPPE & C. SRL;IT;in use;impresaparoldi.it
PARRO;PARROS OBRAS S.L.U;ES;in use;parros.es
PARTL;Партнер Лизинг АД;BG;in use;partner-leasing.com
PASS;PaSS spol s.r.o;SK;in use;
PAT;Zakłady Naprawcze Taboru Kolejowego “PATEREK” S.A.;PL;in use;zntk-paterek.pl
PAULA;Paulina Zaleska;PL;in use;
PAZRT;MVM Paksi Atomerőmű Zrt;HU;in use;npp.hu
PB;Porterbrook Leasing Co. Ltd.;UK;Blocked;porterbrook.co.uk
Pbas;Paliva-Bernat a.s.;CZ;in use;paliva-bernat.cz
PBB;BESTGES BAU GMBH;DE;in use;
PBC;POZ BRUK sp. z o. o. sp. j.;PL;in use;pozbruk.pl
PBE;Pfalzbahn Eisenbahnbetriebsgesellschaft mbH;DE;in use;pfalzbahn.de
PBG;PROBUGAS, a.s. Bratislava;SK;in use;
PBN;PORT BAZINUL NOU SA;RO;in use;
PBV;Verein Pro Bahn Vorarlberg;AT;in use;probahn-vlbg.at
PCC;PCC Cargo GmbH;DE;in use;
PCCC;PCC Intermodal S.A.;PL;in use;pccrail.pl
PCCCT;DB SCHENKER RAIL COALTRAN Sp. z o.o.;PL;Revoked;
PCCKL;PCC Kolchem Sp.z o.o.;PL;Revoked;
PCCR;PCC Rokita SA;PL;in use;
PCI;PKP CARGO INTERNATIONAL a.s.;CZ;in use;pkpcargointernational.com
PCISK;AWT RAIL SK a.s.;SK;in use;pkpcargointernational.com
PCK;PCK Raffinerie GmbH;DE;in use;pck.de
PCLA;Považská cementáreň, a. s.;SK;in use;pcla.sk
PCM;PETROCHEM Mineralöl-Handelsgesellschaft m.b.H.;DE;in use;
PCT;Handelsgesellschaft m.b.H.;DE;in use;railcargocarrier.com
PCVSA;PECOVASA RENFE MERCANCÍAS;ES;in use;
PCW;Siemens Mobility GmbH;DE;in use;
PDCS;PEDASTA s.r.o.;CZ;in use;lis-sro.cz
PDS;Podkarpatský Dopravný Spolok, o.z.;SK;in use;www.dopravny.sk
PDVR;PDV RAILWAY a.s.;CZ;in use;pdvr.cz
PEA;PETROCITERNE S.A.;FR;in use;
PEF;Passauer Eisenbahnfreunde e.V.;DE;in use;passauer-eisenbahn.de
PEG;Prignitzer Eisenbahn GmbH;DE;in use;prignitzer-eisenbahn.de
PEGAZ;PETROGAZ S.A.;EL;in use;petrogaz.gr
PENE;Nepil Petr;CZ;in use;
PENG;Parenz Engineering;DE;in use;
PENLO;PETROLOT Sp. z o.o.;PL;in use;petrolot.pl
PEPA;Perlen Papier AG;CH;in use;perlen.ch
PERN;PERN S.A.;PL;in use;pern.pl
PERZL;Peter Perzl GmbH;DE;in use;
PESA;Pojazdy Szynowe PESA Bydgoszcz S.A.;PL;in use;pesa.pl
PETHO;Pethoplan GmbH;DE;in use;pethoplan.de
PETRL;PETROL D.D., Ljubljana;SI;in use;petrol.si
PEVE;PEVERAIL;FR;in use;tso.fr
PFAFF;Josef Pfaffinger Bauunternehmug GmbH;DE;in use;pfaffinger.com
PFBI;Sappi Schweiz AG (Papierfabrik Biberist);CH;in use;sappi.com
PFELB;Felbermayr Immo Sp. z o.o.;PL;in use;felbermayr.cc
PFN;Pfnier & Co GmbH;AT;in use;pfnier.at
PFRWS;PURIZE Filters GmbH & Co. KG;DE;in use;purize.com
PFT;Patrimoine Ferroviaire et Tourisme (PFT);NL;in use;pfttsp.be
PGEEK;PGE Energetyka Kolejowa S.A.;PL;in use;pgeenergetykakolejowa.pl
PGESA;PORT GDAŃSKI EKSPLOATACJA S.A.;PL;in use;pge.pl
PGT;Plauener Gleis- und Tiefbau GmbH;DE;in use;plauener-gleis-tiefbau.de
PHB;Peter Hausmann & Co. Bauunternehmung GmbH;DE;in use;hausmann-bau.de
PHC;PETROCART SA;RO;in use;
PHK;HIP-PETROHEMIJA a.d. Pančevo;RS;in use;Hip-petrohemija.com
PHOSC;ICL-IP Bitterfeld GmbH;DE;in use;
PHX;Phoenix Rail Magánvasút Kft.;HU;in use;https://phoenixrail.eu/
PIB;Pichenot-Bouillé;FR;in use;pichenot-bouille.fr
PINO;ARGE Furka 1618 c/o Pizzarotti SA;CH;in use;
PIRC;PORR a.s.;CZ;in use;porr.cz
PKESA;TAURON Wytwarzanie S.A. Oddział Elektrownia Łaziska;PL;in use;pke.pl
PKL;Parowóz Krzysztof Leśnik;PL;in use;
PKP;Polskie Koleje Panstwowe;PL;Blocked;pkp.com
PKPC;PKP CARGO Spólka Akcyjna;PL;in use;pkp-cargo.pl
PKPCA;FIRMA HANDLOWO-USŁUGOWA Marian Dybowski;PL;in use;
PKPCS;PKP CARGO SERVICE Sp. z o.o.;PL;in use;pkpcs.pl
PKPCT;PKP CARGOTABOR sp. z o. o.;PL;in use;cargotabor.pl
PKPE;PGE Energetyka Kolejowa S.A.;PL;Revoked;pgeenergetykakolejowa.pl
PKPIC;PKP INTERCITY S.A.;PL;in use;
PKPLS;PKP Linia Hutnicza Szerokotorowa spólka z o.o.;PL;in use;pkp-lhs.pl
PKSSA;PKS STARACHOWICE S.A.;PL;in use;
PLA;Franz Plasser Vermietung von Bahnbaumaschinen GmbH;AT;in use;
PLAG;Panlog AG;CH;Revoked;panlog.ch
PLAS;Plasmor Ltd;UK;in use;plasmor.co.uk
PLATA;P.H.U. Lokomotiv;PL;in use;lokomotiv.net.pl
PLK;PKP Polskie Linie Kolejowe Spółka Akcyjna;PL;in use;plk-sa.pl
PLKLK;PETROTEL-LUKOIL SA;RO;in use;lukoil.ro
PLKW;KOLEJE WIELKOPOLSKIE Sp. z o.o.;PL;in use;koleje-wielkopolskie.com.pl
PLOK;Pro-Lok GmbH;AT;in use;
PLPOL;PFEIFER & LANGEN POLSKA S.A.;PL;in use;diamant.pl
PLSLS;SILVA LS sp. z o.o.;PL;in use;kronospan.pl
PLTR;POL-TRANS sp. z o.o.;PL;in use;
PLUB;TRAKCJA-PL sp. z o.o.;PL;in use;
PM;KGHM Polska Miedz SA;PL;Blocked;
PMBAC;PAMBAC SA;RO;in use;
PMF;PROMOBIL FLEET Sp. z o.o.;PL;in use;
PMHVY;Pieksämäen Höyryveturiyhdistys ry;FI;in use;pmk-hoyryveturiyhdistys.fi
PMKRO;PIMK RAIL S.R.L.;RO;in use;pimkrail.ro
PMR;Porvoon Museorautatie ry;FI;in use;porvoonmuseorautatie.fi
PMTLK;PMT Linie Kolejowe Sp. z o,o;PL;in use;
PMTLU;POL - MIEDŻ TRANS Sp. z o.o.;PL;in use;
PNI;Przedsiębiorstwo Napraw Infrastruktury Sp. z o.o.;PL;in use;pni.net.pl
PNUIK;Przedsiebiorstwo Napraw i Utrzymania Infrastruktury Kolejowej w Krakowie Sp. Z o.o.;PL;in use;pnuikkrakow.pl
PO;Porr Bau GmbH;AT;in use;porr.at
POIL;Prista Oil;BG;in use;prista-oil.com
POLAR;POLAREK, a.s.;SK;in use;polarek.eu
POLCA;Zakład Przeróbki Mechanicznej Węgla „POL-CARBON” sp. z o.o.;PL;in use;polcarbon.pl
POLI;Polimeri AD /Полимери АД;BG;in use;polimeri.org
POLTR;POL-TRANS Rafał Malinowski;PL;in use;
PONAR;PONAR sp. z o.o.;PL;in use;ponadrzywiec.com.pl
PONY;PONY S.r.l.;IT;in use;
PORHA;Pohjois-Suomen Rautatieharrastajat ry;FI;in use;porha.com
PORO;Pórobeton Trutnov, a.s.;CZ;in use;
PORR;PORR (Polska) S.A.;PL;in use;porr.pl
PORSK;PORFIX - pórobetón, a.s.;SK;in use;porfix.sk
PORT;Interport Service s.r.o.;SK;in use;interport.sk
POST;Die Schweizerische Post;CH;Revoked;post.ch
POSTA;Česká Pošta, s.p., Odštěpný závod Střední Čechy;CZ;in use;
POWER;POWER Rail GmbH;DE;in use;
PP;Posázavský Pacifik – doprava s.r.o.;CZ;in use;posazavsky-pacifik.cz
PPD;PPD TRANSPORT d.o.o. za prijevoz tereta;HR;Revoked;ppd-transport.hr
PPE;P&P Eisenbahntechnik GmbH;AT;in use;
PPG;PPG Polifarb Cieszyn S.A.;PL;in use;industrial-coating.com
PPGWW;PPG Deco Polska Sp. Z o.o.;PL;in use;
PPMT;Pomorskie Przedsiebiorstwo Mechaniczno-Torowe Sp. z o.o.;PL;in use;ppmt.pl
PPS;Prievidzský parostrojný spolok,o.z.;SK;in use;464001.sk
PPSGD;PPS Port Północny sp. z o.o.;PL;in use;port-polnocny.pl
PPSSK;Prvá prepravná spoločnosť, s.r.o.;SK;in use;pus.sk
PR;Pakistan Railways;PK;in use;pakrail.com
PRA;Holcim (Česko) a.s., člen koncernu;CZ;in use;
PRAB;Peterson Rail AB;SE;in use;peterson.no
PRAIL;Port Rail OOD;BG;in use;
PRASP;PRASPEKT LTD;BG;in use;cement.bg
PRB;Peusse Baubetriebe GmbH;DE;in use;preussebau-hh.de
PRBT;PREBET AIUD SA;RO;in use;prebet.ro
PRCON;PROIECT CONSULT SRL;RO;in use;
PRECH;PRECHEZA a.s.;CZ;in use;
PRED;PREDEMET SA;RO;in use;
PREFA;PREFAB S.A.;RO;in use;prefab.ro
PREG;POLREGIO S.A.;PL;in use;polregio.pl
PRESS;Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH;DE;in use;pressnitztalbahn.com
PREU;PBG - Preussenbahn GmbH;DE;Revoked;
PRG;Pružne građevine d.o.o.;HR;in use;prg.hr
PRICB;ProRail;NL;in use;prorail.nl
PRKKR;Przedsiębiorstwo Robót Komunikacyjnych w Krakowie S.A.;PL;Revoked;prk.krakow.pl
PRKWR;Przedsiębiorstwo Robót Kolejowych i Inżynieryjnych S.A.;PL;Revoked;grupatrakcja.com
PRL;Pirell CZ s.r.o.;CZ;in use;pirell.cz
PRMG;Primagra, a.s.;CZ;in use;primagra.cz
PRMR;PROMOBIL RENT sp. z o.o.;PL;in use;
PRO;Prorata Oy;FI;in use;www.prorata.fi
PROAG;P.H.U. „PRO-AGRA” sp. z o. o.;PL;in use;
PROD;PRODACH CZ, s.r.o.;CZ;in use;
PROM;PROMET Sp. z o.o.;PL;in use;
PROSE;PROSE AG;CH;in use;prose.ch
PROT;PROTOR GROUP Spółka z ograniczoną odpowiedzialnością;PL;in use;protorsa.com.pl
PRS;Pegasus Rail Service;DE;in use;pegasus-rail.de
PRSG;Plasser Robel Services GmbH;DE;in use;pr-services.com
PRT;Przedsiębiorstwo Robót Torowych “TORREMS” sp. z o. o.;PL;in use;torrems.pl
PRW;Progress Railways s.r.o.;SK;in use;progressrailways.sk
PRZLA;UAT ORAS ZLATNA;RO;in use;primaria-zlatna.ro
PSHZD;Pardubický spolek historie železniční dopravy;CZ;in use;
PSI;Peters-Stahlbau-Gesellschaft mbH;DE;in use;peters-ambh.de
PSK;Południowy Serwis Kolejowy Jakub Gawlak;PL;in use;
PSP;PETROLSPED Slovakia s.r.o.;SK;in use;
PSPCG;PSP CARGO GROUP SA;RO;in use;
PSSKR;Podkarpackie Stowarzyszenie Sympatyków Kolei;PL;in use;pssk.rzeszow.pl
PSTT;PKP CARGO CONNECT sp. z o.o.;PL;in use;tradetrans.pl
PSZ;Prvá Slovenska železničná, a.s.;SK;in use;psz.sk
PT;PROGRESS  TRADING, a.s.;SK;in use;progresstrading.com
PTDSK;PTD SK družstvo, s.r.o.;SK;in use;
PTE;Plasser & Theurer, Export von Bahnbaumaschinen, Gesellschaft m.b.H.;AT;in use;plassertheurer.com
PTK;DB Schenker Rail Zabrze S.A.;PL;Revoked;ptkholding.pl
PTMKZ;Pomorskie Towarzystwo Miłośników Kolei Żelaznych;PL;in use;ptmkz.pl
PTO;Gleisbauwagen GbR;DE;in use;Gleisbauwagen.de
PTS;POLSKI TABOR SZYNOWY SPÓŁKA Z O.O.;PL;in use;polskitabor.pl
PTSVC;Public Transport Service sp. z o.o.;PL;in use;ptservice.com.pl
PTU;Porr Technobau & Umwelt AG;AT;Revoked;porr.at
PUC;PETROUTILAJ - 3DRD SRL;RO;in use;--
PUHOS;Puhoksen Veturipalvelu OY;FI;in use;tt-konepalvelu.fi/veturipalvelu.htm
PULT;PULTRANS Kft.;HU;in use;pultrans.hu
PUNDO;concert-logistics unirail GmbH;DE;in use;
PUS;Puš s.r.o.;CZ;in use;pussro.cz
PVC;Pacific Vapeur Club;FR;in use;pacificvapeurclub.free.fr
PVTKZ;PODBLANICKÝ VĚDECKOTECHNICKÝ KLUB ŽELEZNIČNÍ z. s.;CZ;in use;lk-audit.com
PW;Parowozownia Wolsztyn;PL;in use;parowozowniawolsztyn.pl
PWPVR;Public Works s.l.;ES;in use;public-works.es
PxT;Proxion Train Oy;FI;Revoked;
PZO;Zdeněk Pospíšil;CZ;in use;
PZS;Podvihorlatský železničny spolok;SK;in use;facebook.com/pzshe/?fref=ts
QBZ;Qbuzz B.V.;NL;in use;qbuzz.nl
QQ;Qalqam s.r.o.;CZ;in use;qalqam.com
QQLKA;OLKOL SPÓŁKA Z O.O.;PL;in use;olkol.pl
QUADR;QUADRUM BVBA;BE;in use;
QUAGA;QUADRIO GAETANO COSTRUZIONI SPA;IT;in use;quadrio.it
QUASE;Quadrante servizi srl;IT;in use;quadranteservizi.it
QVTEE;Stichting Trans Europ Express;NL;in use;www.transeuropexpress.info
RA;REGIONALPS SA;CH;in use;regionalps.ch
RABR;Rabbit Rail s.r.o.;CZ;in use;rabrail.cz
RADVE;RailAdventure GmbH;DE;in use;railadventure.de
RAE;Raeder & Falge s.r.o.;CZ;in use;raeder-falge.cz
RAFG;RAFG FEROVIAR SRL;RO;in use;
RAFO;RAFO S.A.;RO;in use;rafo.ro
RAFSR;RAFINARIA STEUA ROMANA SA;RO;in use;astra-passengers.ro
RAG;RDC Asset GmbH;DE;in use;rdc-deutschland.de
RAI;Rahahan-e Djomhouri-e Eslami Iran - Iran Railways;IR;in use;irirw.com
RAID;railaid rosendahl GmbH;DE;in use;
RAIF;Raiffeisen Lagerhaus Hopfgarten - Wörgl und Umgebung reg. Gen. mbH;AT;in use;
RAIL;RAIL E INFRAESTRUCTURAS, S.A.;ES;in use;
RAILB;RAIL BUS s.r.o.;CZ;in use;railbus.cz
RAILC;Rail-Cars sp. z o. o.;PL;in use;
RAILE;Railengineering Gönnez ZT;AT;in use;railengineering.at
RAILF;Railfer srl;IT;in use;railfer.it
RAILK;"SIA ""RAIL CONSTRUCTION""";LV;in use;--
RAILL;Rolling Stock Lease s. r. o.;SK;in use;sslovensko.sk
RAILM;Railmotion AG;CH;in use;railmotion.com
RAILO;RAILOC Srl.;IT;in use;railoc.it
RAILP;Rail Polska Sp. Z o.o;PL;in use;railpolska.pl
RAILS;Rail & Service GmbH;DE;in use;
RAILT;Railtek Oy Insa;FI;in use;railtek.fi
RAILU;Rail 4U-Eisenbahndienstleistungen;DE;in use;rail4u.eu
RAILV;VRAIL SRL;IT;in use;vrail.it
RAILW;Leo Express GmbH & Co. KG.;AT;in use;
RAILX;RailExperience GmbH;AT;in use;railexperience.eu
RAL;Rent-a-Lok GbR;DE;in use;rentalok.de
RALP;Ralpin AG;CH;in use;ralpin.com
RALSP;Rail Support, s.r.o.;SK;in use;
RALWR;Rail Workshop, s. r. o.;SK;in use;
RAN;Railservice Alexander Neubauer;DE;in use;r-an.net
RANOF;Novák Radek;CZ;in use;
RAPEC;Radomskie Przedsiębiorstwo Energetyki Cieplnej RADPEC S.A.;PL;in use;radpec.com.pl
RAR;Rent-A-Rail Eisenbahn Service;DE;in use;rent-a-rail.de
RASOL;Railway Solutions Harad Giessler;DE;in use;
RASY;Rail System S.r.l.;IT;in use;
RAT;Rent A Train GmbH;DE;in use;
RATH;rail thuringia GmbH;DE;in use;rail-thuringia.de
RATKE;Torsten Ratke Officeconsult;DE;in use;officeconsult.de
RATP;Régie Autonome des Transports Parisiens;FR;in use;ratp.fr
RAVE;RAVE SAS;FR;in use;ravegroupe.com
RAVEN;Raven Trading s.r.o.;CZ;in use;
RAVN;RAVN Bane ApS;DK;in use;ravn-bane.dk
RAVSK;Raven a.s.;SK;in use;
RAXEL;RAXELL MANTENIMIENTO FERROVIARIO SL.;ES;in use;
RAXRA;RAXELL RAIL S.A.;ES;in use;raxellrail.com
RAYSR;RAYSER LOJISTIK DEPOLAMA TICARET VE SANAYI ANONIM ŞIRKETI;TR;in use;rayser.com.tr
RAYTS;RAYTAŞ DEMİRYOLU TAŞIMACILIĞI TAAHHÜT A.Ş.;TR;in use;www.raytas.com.tr
RB;Rigi-Bahnen AG;CH;in use;rigi.ch
RBAHN;regiobahn RB GmbH;AT;in use;regiobahn.at
RBAU;Reisse-Bau GmbH;DE;in use;
RBB;Regiobahn Bitterfeld Berlin GmbH;DE;in use;captrain.de/unternehmen/standorte/regiobahn-bitterfeld-berlin
RBD;Široký Pavel;CZ;in use;
RBE;Rheinisch-Bergische Eisenbahn-Gesellschaft mbH;DE;in use;rbe-connex.de
RBG;Regental Bahnbetriebs GmbH;DE;in use;laenderbahn.com
RBH;RBH Logistics GmbH;DE;in use;rbh-logistics.de
RBK;Regionalbahn Kassel GmbH;DE;in use;kne-online.de
RBL;RBL Rail Bavaria Logistik GmbH;DE;in use;railbavaria.de
RBS;Regionalverkehr Bern-Solothurn;CH;in use;rbs.ch
RBSA;RBS Reuschling Bahn und Service GmbH;DE;in use;reuschling.de
RBSAF;RBS Asset Finance Europe Limited;UK;in use;
RBSOL;RB Solutions AB;SE;in use;rb-solutions.com
RBT;RbT Regiobahn Thüringen GmbH;DE;in use;rbt-regiobahn.de
RBTCA;Rentsch & Balke Tiefbau GmbH;DE;Revoked;rbt-tiefbau.de
RBTEU;RATH Bahntechnik GmbH;DE;in use;rath-gruppe.de
RBUD;Przedsiębiorstwo Usługowo Handlowe “RAJBUD”  Sp. Z o.o.;PL;in use;rajbud.eu
RBXDE;RailBX GmbH;DE;in use;railbx.de
RBZ;Rail Innovators Consult BV hodn RailbrokerZ;NL;in use;railbrokerz.com
RC;Rail Contact GmbH;DE;in use;euroturk-express.com
RCAB;Railcare AB;SE;in use;railcare.se
RCAS;Railway Capital, a.s.;CZ;in use;railwaycapital.cz
RCASO;RATP CAP Arc Sud et Ouest;FR;in use;--
RCB;Rail Cargo Berlin;DE;in use;railcargo-berlin.de
RCBV;REGIO CALATORI SRL;RO;in use;
RCCCZ;Rail Cargo Carrier - Czech Republic, s.r.o.;CZ;in use;railcargocarrier.com/cz/
RCCDE;Rail Cargo Carrier - Germany GmbH;DE;in use;railcargocarrier.de
RCCF;RC-CF TRANS SRL;RO;in use;rccf.ro
RCCHU;Rail Cargo Carrier Kft.;HU;in use;railcargocarrier.com
RCCIT;Rail Cargo Carrier – Italy s.r.l;IT;in use;railcargo.it
RCCRO;RAIL CARGO CARRIER ROMANIA SRL;RO;in use;railcargocarrier.com/ro
RCCZ;Rail Clinic, s.r.o.;CZ;in use;railclinic.eu
RCDK;Railcare Danmark A/S;DK;in use;railcare.se
RCE;Railcare Machine AB;SE;in use;railcare.se
RCG;Regental Cargo GmbH;DE;in use;laenderbahn.com
RCH;Rail Cargo Hungaria ZRt.;HU;in use;railcargo.hu
RCHEM;rail4chem Eisenbahnverkehrsgesellschaft;DE;in use;rail4chem.de
RCI;Rail Cargo Italia s.r.l.;IT;Revoked;railcargo.it
RCL;Railcare Logistik Ab;SE;Revoked;railcare.se
RCLTD;Railcare Sweden Ltd;UK;in use;railcare.co.uk
RCM;RCM Rail Care and Management GmbH;DE;in use;rcm-rail.de
RCN;Vossloh Rail Center GmbH;DE;Revoked;
RCO;Railco a.s.;CZ;in use;railco.eu
RCONS;Р Консулт 2000 ЕООД;BG;in use;
RCOS;Railco Services, s.r.o.;CZ;Revoked;railco.eu
RCP;Rail Capital Partners sp. z o.o.;PL;in use;
RCPL;Railco Sp. z 0.0.;PL;in use;--
RCRO;RAIL CARGO ROMANIA SRL;RO;in use;railcargo.at
RCSG;RAIL CARGO SOLUTIONS sp. z o.o.;PL;in use;
RCT;Railcare T AB;SE;in use;railcare.se
RCTR;RC TRANS RAIL sp. z o.o.;PL;in use;
RCW;Rail Cargo Austria AG;AT;in use;railcargo.at
RD;ComTraUG;DE;in use;comtrau-ug.eu
RDB;Rail Design Bäcker;DE;in use;
RDC;RDC Deutschland GmbH;DE;in use;rdc-deutschland.de
RDK;Railion Denmark;DK;Revoked;railion.dk
RDRR;Republička direkcija za robne rezerve;RS;in use;rdrr.gov.rs
RDT;REGIE DEPARTEMENTALE DES TRANSPORTS DES BOUCHES DU RHONE(RDT13 );FR;in use;rdt13.fr
RDX;Raildox GmbH & Co, KG;DE;in use;raildox.de
RE;Rheinische Eisenbahn GmbH;DE;in use;--
REAL;Real Rail Sweden AB;SE;in use;sandahlsbolagen.se/real-rail/
REB;Rekers Betonwerk GmbH & Co. KG;DE;Revoked;rekers-beton.de
RECF;RECURSOS FERROVIARIONS S.L.;ES;Revoked;recfer.com
RECKE;HCAP UG;DE;in use;--
RECUP;RECUPERI S.r.l.;IT;in use;recuperisrl.it
REDA;Lafarge Aggregates Limited;UK;in use;lafarge.co.uk
REDAL;Redalsa S.A.;ES;in use;
REF;Rendsburger Eisenbahn-Freunde e.V.;DE;in use;rendsburger-eisenbahnfreunde.de
REFER;Rede Ferroviária Nacional, E.P.;PT;in use;refer.pt
REG;Regiobahn GmbH;DE;in use;regio-bahn.de
REGCJ;REGIONAL SRL;RO;in use;
REGIO;Regiobahn Fahrbetriebsgesellschaft mbH;DE;in use;regio-bahn.de
REICH;Reichert Servicecenter;DE;in use;reichertservicecenter.de
REIF;REIF Bauunternehmung GmbH & Co. KG;DE;in use;reif-bau.de
REKOM;RENT KOMTRANS spółka z ograniczoną odpowiedzialnością sp. k.;PL;in use;rent-komtrans.pl
REL;2 Rail;DE;in use;
RELOC;RELOC S.A.;RO;in use;relocsa.ro
REMAT;REMAT S.A.;RO;in use;
REMBC;REMAT SA;RO;in use;
REMBV;REMAT SA;RO;in use;rematbv.ro
REMEX;REMEX GROUP s.r.o.;CZ;in use;
REMMG;REMAT MG  SA;RO;in use;
REMRA;REMBUD RAIL sp. z o.o.;PL;in use;rembudrail.pl
REMSC;REMKOL S.C. Cezary Kultys, Grzegorz Komisarczyk, Katarzyna Toboła;PL;in use;
RENFA;Renfe Alquiler de Materia Ferroviario, S.A.;ES;in use;renfe.com/alquiler/
RENFF;Renfe Fabricación y Mantenimiento S.A.;ES;in use;renfe.com/empresa/integria.index.html
RENFM;RENFE MERCANCIAS S.A.;ES;in use;
RENFV;Renfe Viajeros, S.A.;ES;in use;renfe.com/viajeros/
RENTR;RENTRANS CARGO SP. Z O.O.;PL;in use;
RERA;re:rail GmbH;DE;in use;re-rail.de
RESRL;RE ALDO SRL;IT;in use;realdosrl.it
RET;Railtec Eisenbahnrtechnik;DE;in use;railtec-eisenbahntechnik.de
REVA;REVA S.A.;RO;in use;revasimeria.ro
REVAG;REVAG SRL;RO;in use;
REXSK;REXIAS, a.s.;SK;in use;
REXW;REXWAL SERVICES SA;FR;in use;
REXWL;REXWAL SERVICES SA;CH;Revoked;
RF;Railflex GmbH;DE;in use;railflex.de
RFB;ROMPLUMB SA;RO;in use;romplumb.ro
RFCT;Rail4Chem Transalpin AG;CH;Revoked;
RFH;Rostocker Fracht- und Fischereihafen GmbH;DE;in use;
